"=""Статистика использования электронных сервисов""";

"=""Категория потребителя""";"=""РОИВ""";
"=""Категория поставщика""";"=""ФОИВ""";
"=""Поставщик сервисов""";"=""Федеральное казначейство (ФК)""";
"=""Сервис""";"=""(SID0003998) Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";
"=""Выберите период формирования отчета с""";"=""19.01.2017""";
"=""по""";"=""25.01.2017""";
"=""Время генерации отчета""";"=""26.01.2017 12:35:33""";

"=""Общая статистика по сервисам""";

"=""Узел""";"=""Категория поставщика""";"=""Поставщик""";"=""Наименование сервиса """;"=""Номер сервиса""";"=""Категория потребителя""";"=""Потребитель""";"=""Сертификат""";"=""Регион""";"=""Количество запросов""";"=""Количество ответов""";"=""Количество ошибок""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"="" Департамент имущественных и земельных отношений Администрации города Нягани Ханты-Мансийского автономного округа - Югры""";"=""161657594989178500694396""";"=""Ханты-Мансийский автономный округ - Югра""";"=""104""";"=""102""";"=""2""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"АУ ""Многофункциональный центр Югры""";"=""171778886275484809691625""";"=""Ханты-Мансийский автономный округ - Югра""";"=""2""";"=""2""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Автономное учреждение Республики Марий Эл Дирекция многофункциональных центров предоставления государственных и муниципальных услуг в Республике Марий Эл""";"=""168263673362455535290205""";"=""Республика Марий Эл""";"=""25""";"=""24""";"=""1""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Агентство по информатизации и связи Камчатского края""";"=""157819966845546687113114""";"=""Камчатский край""";"=""70""";"=""68""";"=""2""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Агентство по информационным технологиям Республики Башкортостан""";"=""326551463722715036280342""";"=""Республика Башкортостан""";"=""8318""";"=""7263""";"=""1055""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Агентство по информационным технологиям и связи Сахалинской области""";"=""461888241034395576697757""";"=""Сахалинская область""";"=""24""";"=""24""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Административная инспекция Ростовской области""";"=""164593169015929426683765""";"=""Ростовская область""";"=""45""";"=""45""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрации Большесундырского сельского поселения  Моргаушского района Чувашской Республики""";"=""523048837312274445111958""";"=""Чувашская Республика-Чувашия""";"=""2""";"=""2""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрации города Иркутска""";"=""136682173375704150930728""";"=""Иркутская область""";"=""2468""";"=""2445""";"=""23""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Абашевского  сельского поселения Чебоксарского района Чувашской Республики""";"=""1213677""";"=""Чувашская Республика-Чувашия""";"=""1""";"=""1""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Агаповского муниципального района Челябинской области""";"=""1581683""";"=""Челябинская область""";"=""354""";"=""340""";"=""14""";
