"=""Статистика использования электронных сервисов""";

"=""Категория потребителя""";"=""ФОИВ""";
"=""Поставщик сервисов""";"=""""";
"=""Сервис""";"=""""";
"=""Выберите период формирования отчета с""";"=""16.07.2015""";
"=""по""";"=""22.07.2015""";
"=""Время генерации отчета""";"=""23.07.2015 23:12:52""";

"=""Общая статистика по сервисам""";

"=""Узел""";"=""Категория поставщика""";"=""Поставщик""";"=""Наименование сервиса """;"=""Номер сервиса""";"=""Категория потребителя""";"=""Потребитель""";"=""Сертификат""";"=""Регион""";"=""Количество запросов""";"=""Количество ответов""";"=""Количество ошибок""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий (МЧС)""";"=""Электронный сервис предоставления заключений органа ГПН о соответствии производственных и складских помещений организации противопожарным нормам и требованиям""";"=""SID0003434""";"=""ФОИВ""";"=""Федеральная служба по регулированию алкогольного рынка (Росалкогольрегулирование)""";"=""152029649679610382647866""";"=""Федеральный уровень""";"=""10""";"=""10""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий (МЧС)""";"=""Электронный сервис предоставления заключений органа ГПН о соответствии производственных и складских помещений организации противопожарным нормам и требованиям""";"=""SID0003434""";"=""ФОИВ""";"=""Федеральная служба по регулированию алкогольного рынка (Росалкогольрегулирование)""";"=""152029649679610382647866""";"=""Федеральный уровень""";"=""1823""";"=""1823""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий (МЧС)""";"Электронный сервис ""Сервис приема заявок с ЕПГУ для МЧС России""";"=""SID0003593""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""5""";"=""0""";"=""5""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий (МЧС)""";"=""Электронный сервис для работы с организационной структурой ведомства.""";"=""SID0003711""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""2""";"=""1""";"=""1""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий (МЧС)""";"=""Электронный сервис предоставления информации из реестра заключений о соответствии объектов обязательным требованиям пожарной безопасности""";"=""SID0003854""";"=""ФОИВ""";"=""Федеральная служба по надзору в сфере образования и науки (Рособрнадзор)""";"=""112564796985005525967261""";"=""Федеральный уровень""";"=""12""";"=""12""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство внутренних дел Российской Федерации (МВД)""";"=""Сведения о выданных, продленных, переоформленных лицензиях на торговлю оружием и основными частями огнестрельного оружия, частную охранную и детективную деятельность и о выданных разрешениях на ввоз в РФ и вывоз из РФ оружия и патронов к нему""";"=""SID0003176""";"=""ФОИВ""";"=""Министерство внутренних дел Российской Федерации (МВД)""";"=""443773072231455659133900""";"=""Федеральный уровень""";"=""1""";"=""0""";"=""1""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство внутренних дел Российской Федерации (МВД)""";"=""Сведения о наличии (отсутствии) судимости и (или) факта уголовного преследования либо о прекращении уголовного преследования, о нахождении в розыске""";"=""SID0003456""";"=""ФОИВ""";"=""Федеральная миграционная служба России (ФМС)""";"=""525145814911240445633593""";"=""Федеральный уровень""";"=""1262564""";"=""1086111""";"=""176453""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство внутренних дел Российской Федерации (МВД)""";"=""Сведения о наличии (отсутствии) судимости и (или) факта уголовного преследования либо о прекращении уголовного преследования, о нахождении в розыске""";"=""SID0003456""";"=""ФОИВ""";"=""Федеральная налоговая служба России (ФНС)""";"=""562597956015094986004399""";"=""Федеральный уровень""";"=""1128""";"=""935""";"=""193""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство внутренних дел Российской Федерации (МВД)""";"=""Сведения о наличии (отсутствии) судимости и (или) факта уголовного преследования либо о прекращении уголовного преследования, о нахождении в розыске""";"=""SID0003456""";"=""ФОИВ""";"=""Федеральная служба Российской Федерации по контролю за оборотом наркотиков (ФСКН России)""";"=""512733847894840496396763""";"=""Федеральный уровень""";"=""170666""";"=""165193""";"=""5473""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство внутренних дел Российской Федерации (МВД)""";"=""Сведения о наличии (отсутствии) судимости и (или) факта уголовного преследования либо о прекращении уголовного преследования, о нахождении в розыске""";"=""SID0003456""";"=""ФОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""164356927349446854883032""";"=""Федеральный уровень""";"=""12""";"=""12""";"=""0""";
